Key|Name|SortName|Dates|SortWithDates|Role|Epoque||
andre|Johann André|André, Johann|(1741-1799)|André, Johann (1741-1799)|Composer|Classical|André|
andreabernasconi|Andrea Bernasconi|Bernasconi, Andrea|(c1706-1784)|Bernasconi, Andrea (c1706-1784)|Composer|Classical|Bernasconi|Andrea Bernasconi (c1706-1784)
andreacimaor giovanniandreacima|Andrea Cima, or Giovanni Andrea Cima|Cima, Andrea Cima, or Giovanni Andrea|(c1580-after 1627)|Cima, Andrea Cima, or Giovanni Andrea (c1580-after 1627)|Composer|Baroque|Cima|Andrea Cima, or Giovanni Andrea Cima (c1580-after 1627)
andreafalconieri|Andrea Falconieri|Falconieri, Andrea|(1585-1656)|Falconieri, Andrea (1585-1656)|Composer|Baroque|Falconieri|Andrea Falconieri (1585-1656)
andreaferro|Andrea Ferro|Ferro, Andrea||Ferro, Andrea|Composer||Ferro|Ferro, Andrea
andreagabrieli|Andrea Gabrieli|Gabrieli, Andrea|(1510-1586)|Gabrieli, Andrea (1510-1586)|Composer|Renaissance|Gabrieli|Gabrieli, Andrea
andrealuchesi|Andrea Luchesi|Luchesi, Andrea|(1741-1801)|Luchesi, Andrea (1741-1801)|Composer|Classical|Luchesi|Andrea Luchesi (1741-1801)
andreasarmsdorff|Andreas Armsdorff|Armsdorff, Andreas|(1670-1699)|Armsdorff, Andreas (1670-1699)|Composer|Baroque|Armsdorff|Andreas Armsdorff (1670-1699)
andreaschylińskior andrzejchyliński|Andreas Chyliński, or Andrzej Chyliński|Chyliński, Andreas Chyliński, or Andrzej|(c1590-after 1635)|Chyliński, Andreas Chyliński, or Andrzej (c1590-after 1635)|Composer|Baroque|Chyliński|Andreas Chyliński, or Andrzej Chyliński (c1590-after 1635)
andreasduben|Andreas Düben|Düben, Andreas|(1597-1662)|Düben, Andreas (1597-1662)|Composer|Baroque|Düben|Andreas Düben (1597-1662)
andreashakenberger|Andreas Hakenberger|Hakenberger, Andreas|(1574-1627)|Hakenberger, Andreas (1574-1627)|Composer|Baroque|Hakenberger|Andreas Hakenberger (1574-1627)
andreashammerschmidt|Andreas Hammerschmidt|Hammerschmidt, Andreas|(1611/1612-1675)|Hammerschmidt, Andreas (1611/1612-1675)|Composer|Baroque|Hammerschmidt|Andreas Hammerschmidt (1611/1612-1675)
andreashofer|Andreas Hofer|Hofer, Andreas|(1629-1684)|Hofer, Andreas (1629-1684)|Composer|Baroque|Hofer|Andreas Hofer (1629-1684)
andreaskisser|Andreas Kisser|Kisser, Andreas||Kisser, Andreas|Composer||Kisser|Kisser, Andreas
andreaskneller|Andreas Kneller|Kneller, Andreas|(1649-1724)|Kneller, Andreas (1649-1724)|Composer|Baroque|Kneller|Andreas Kneller (1649-1724)
andreasraselius|Andreas Raselius|Raselius, Andreas|(1562-1602)|Raselius, Andreas (1562-1602)|Composer|Baroque|Raselius|Andreas Raselius (1562-1602)
andreasromberg|Andreas Romberg|Romberg, Andreas|(1767-1821)|Romberg, Andreas (1767-1821)|Composer|Classical|Romberg|Andreas Romberg (1767-1821)
andreaswerckmeister|Andreas Werckmeister|Werckmeister, Andreas|(1645-1706)|Werckmeister, Andreas (1645-1706)|Composer|Baroque|Werckmeister|Andreas Werckmeister (1645-1706)
andreazani|Andrea Zani|Zani, Andrea|(1696-1757)|Zani, Andrea (1696-1757)|Composer|Classical|Zani|Andrea Zani (1696-1757)
andrecampra|André Campra|Campra, André|(1660-1744)|Campra, André (1660-1744)|Composer|Baroque|Campra|Campra, André
andrecardinaldestouches|André Cardinal Destouches|Destouches, André Cardinal|(1672-1749)|Destouches, André Cardinal (1672-1749)|Composer|Baroque|Destouches|André Cardinal Destouches (1672-1749)
andreernestmodestegretry|André Ernest Modeste Grétry|Grétry, André Ernest Modeste|(1741-1813)|Grétry, André Ernest Modeste (1741-1813)|Composer|Classical|Grétry|André Ernest Modeste Grétry (1741-1813)
andrejolivet|André Jolivet|Jolivet, André|(1905-1974)|Jolivet, André (1905-1974)|Composer|20th Century|Jolivet|Jolivet, André
andreprevin|André Previn|Previn, André|||Conductor||Previn|
andreraison|André Raison|Raison, André|(1640s-1719)|Raison, André (1640s-1719)|Composer|Baroque|Raison|André Raison (1640s-1719)
andresdesola [es]|Andrés de Sola [es]|Sola [es], Andrés de|(1634-1696)|Sola [es], Andrés de (1634-1696)|Composer|Baroque|Sola [es]|Andrés de Sola [es] (1634-1696)
andrewcarwood|Andrew Carwood|Carwood, Andrew|||Conductor||Carwood|
andrewdwiggins|Andrew Dwiggins|Dwiggins, Andrew||Dwiggins, Andrew|Composer||Dwiggins|Dwiggins, Andrew
andrewkirkman|Andrew Kirkman|Kirkman, Andrew|||Conductor||Kirkman|
andrewlitton|Andrew Litton|Litton, Andrew|||Conductor||Litton|
andrewlloydwebber|Andrew Lloyd Webber|Webber, Andrew Lloyd||Webber, Andrew Lloyd|Composer||Webber|Webber, Andrew Lloyd
andrewwansel|Andrew Wansel|Wansel, Andrew||Wansel, Andrew|Composer||Wansel|Wansel, Andrew
anerio|Felice Anerio|Anerio, Felice|(c1560-1614)|Anerio, Felice (c1560-1614)|Composer|Renaissance|Anerio|
anfossi|Pasquale Anfossi|Anfossi, Pasquale|(1727-1797)|Anfossi, Pasquale (1727-1797)|Composer|Classical|Anfossi|
angelicarylin|Angelica Rylin|Rylin, Angelica||Rylin, Angelica|Composer||Rylin|Rylin, Angelica
angeloberardi|Angelo Berardi|Berardi, Angelo|(c1636-1694)|Berardi, Angelo (c1636-1694)|Composer|Baroque|Berardi|Angelo Berardi (c1636-1694)
angelomichelebartolotti|Angelo Michele Bartolotti|Bartolotti, Angelo Michele|(c1615-1696)|Bartolotti, Angelo Michele (c1615-1696)|Composer|Baroque|Bartolotti|Angelo Michele Bartolotti (c1615-1696)
angelotarchi|Angelo Tarchi|Tarchi, Angelo|(1760-1814)|Tarchi, Angelo (1760-1814)|Composer|Classical|Tarchi|Angelo Tarchi (1760-1814)
angiolateresamoratoriscanabecchi|Angiola Teresa Moratori Scanabecchi|Scanabecchi, Angiola Teresa Moratori|(1662-1708)|Scanabecchi, Angiola Teresa Moratori (1662-1708)|Composer|Baroque|Scanabecchi|Angiola Teresa Moratori Scanabecchi (1662-1708)
angusyoung|Angus Young|Young, Angus||Young, Angus|Composer||Young|Young, Angus
annaamaliaabbessofquedlinburg|Anna Amalia, Abbess of Quedlinburg|Quedlinburg, Anna Amalia, Abbess of|(1723-1787)|Quedlinburg, Anna Amalia, Abbess of (1723-1787)|Composer|Baroque|Quedlinburg|Anna Amalia, Abbess of Quedlinburg (1723-1787)
annaamaliaduchessofsaxeweimareisenach|Anna Amalia, Duchess of Saxe-Weimar-Eisenach|Saxe-Weimar-Eisenach, Anna Amalia, Duchess of|(1739-1807)|Saxe-Weimar-Eisenach, Anna Amalia, Duchess of (1739-1807)|Composer|Classical|Saxe-Weimar-Eisenach|Anna Amalia, Duchess of Saxe-Weimar-Eisenach (1739-1807)
annaamaliaprincessofprussia|Anna Amalia Princess of Prussia|Prussia, Anna Amalia Princess of|(1723-1787)|Prussia, Anna Amalia Princess of (1723-1787)|Composer|Classical|Prussia|Anna Amalia Princess of Prussia (1723-1787)
annabon divenezia|Anna Bon di Venezia|Venezia, Anna Bon di|(c1739-after 1767)|Venezia, Anna Bon di (c1739-after 1767)|Composer|Classical|Venezia|Anna Bon di Venezia (c1739-after 1767)
annamurphy|Anna Murphy|Murphy, Anna||Murphy, Anna|Composer||Murphy|Murphy, Anna
annarubin|Anna Rubin|Rubin, Anna|(b1946)|Rubin, Anna (b1946)|Composer|20th Century|Rubin|Rubin, Anna
annasophiemutter|Anna-Sophie Mutter|Mutter, Anna-Sophie|||Conductor||Mutter|
annedanicanphilidor|Anne Danican Philidor|Philidor, Anne Danican|(1681-1728)|Philidor, Anne Danican (1681-1728)|Composer|Baroque|Philidor|Anne Danican Philidor (1681-1728)
annelouisebrillondejouy|Anne Louise Brillon de Jouy|Jouy, Anne Louise Brillon de|(1744-1824)|Jouy, Anne Louise Brillon de (1744-1824)|Composer|Classical|Jouy|Anne Louise Brillon de Jouy (1744-1824)
annemariekrumpholtz|Anne-Marie Krumpholtz|Krumpholtz, Anne-Marie|(1766-1813)|Krumpholtz, Anne-Marie (1766-1813)|Composer|Classical|Krumpholtz|Anne-Marie Krumpholtz (1766-1813)
annepreven|Anne Preven|Preven, Anne||Preven, Anne|Composer||Preven|Preven, Anne
annettevondrostehulshoff|Annette von Droste-Hülshoff|Droste-Hülshoff, Annette von|(1797-1848)|Droste-Hülshoff, Annette von (1797-1848)|Composer|Romantic|Droste-Hülshoff|Annette von Droste-Hülshoff (1797-1848)
annibalestablile|Annibale Stablile|Stablile, Annibale|(c1535-1595)|Stablile, Annibale (c1535-1595)|Composer|Renaissance|Stablile|Stablile, Annibale
annvalentine|Ann Valentine|Valentine, Ann|(1762-1842)|Valentine, Ann (1762-1842)|Composer|Classical|Valentine|Ann Valentine (1762-1842)
anon19thcenturyenglish|Anon. 19th-Century English|Anon. 19th-Century English||Anon. 19th-Century English|Composer||English|English, Anon. 19th-Century
anonymous|Anonymous|Anonymous||Anonymous|Composer||Anonymous|Anonymous,
anonymous1281|Anonymous 1281|Anonymous 1281||Anonymous 1281|Composer||1281|1281, Anonymous
anonymous13thcentury|Anonymous 13th century|Anonymous 13th century||Anonymous 13th century|Composer||century|century, Anonymous 13th
anonymousfrench|Anonymous, French|Anonymous, French||Anonymous, French|Composer||French|French, Anonymous,
anspach|Elizabeth Anspach|Anspach, Elizabeth|(1750-1828)|Anspach, Elizabeth (1750-1828)|Composer|Classical|Anspach|
antaldorati|Antal Dorati|Dorati, Antal|||Conductor||Dorati|
anthoineboesset|Anthoine Boesset|Boesset, Anthoine|(1586-1643)|Boesset, Anthoine (1586-1643)|Composer|Baroque|Boesset|Boesset, Anthoine
anthonivannoordt|Anthoni van Noordt|Noordt, Anthoni van|(c1619-1675)|Noordt, Anthoni van (c1619-1675)|Composer|Baroque|Noordt|Anthoni van Noordt (c1619-1675)
anthonybarro|Anthony Barro|Barro, Anthony||Barro, Anthony|Composer||Barro|Barro, Anthony
anthonyhalstead|Anthony Halstead|Halstead, Anthony|||Conductor||Halstead|
anthonyheinrich|Anthony Heinrich|Heinrich, Anthony|(1781-1861)|Heinrich, Anthony (1781-1861)|Composer|Romantic|Heinrich|Anthony Heinrich (1781-1861)
anthonyholborne|Anthony Holborne|Holborne, Anthony|(c1545-1602)|Holborne, Anthony (c1545-1602)|Composer|Renaissance|Holborne|Holborne, Anthony
anthonynewman|Anthony Newman|Newman, Anthony|||Conductor||Newman|
anthonyphilipheinrich|Anthony Philip Heinrich|Heinrich, Anthony Philip|(1781-1861)|Heinrich, Anthony Philip (1781-1861)|Composer|Romantic|Heinrich|Anthony Philip Heinrich (1781-1861)
anthonyplog|Anthony Plog|Plog, Anthony|(b1947)|Plog, Anthony (b1947)|Composer|20th Century|Plog|Plog, Anthony
antoineboesset sieurdevilledieu|Antoine Boësset, Sieur de Villedieu|Villedieu, Antoine Boësset, Sieur de|(1586-1643)|Villedieu, Antoine Boësset, Sieur de (1586-1643)|Composer|Baroque|Villedieu|Antoine Boësset, Sieur de Villedieu (1586-1643)
antoinebusnois|Antoine Busnois|Busnois, Antoine|(c1430-1492)|Busnois, Antoine (c1430-1492)|Composer|Renaissance|Busnois|Busnois, Antoine
antoinedauvergne|Antoine Dauvergne|Dauvergne, Antoine|(1713-1797)|Dauvergne, Antoine (1713-1797)|Composer|Classical|Dauvergne|Antoine Dauvergne (1713-1797)
antoineforqueray|Antoine Forqueray|Forqueray, Antoine|(1671-1745)|Forqueray, Antoine (1671-1745)|Composer|Baroque|Forqueray|Antoine Forqueray (1671-1745)
antoinefredericgresnick|Antoine-Frédéric Gresnick|Gresnick, Antoine-Frédéric|(1755-1799)|Gresnick, Antoine-Frédéric (1755-1799)|Composer|Classical|Gresnick|Antoine-Frédéric Gresnick (1755-1799)
antonarensky|Anton Arensky|Arensky, Anton|(1861-1906)|Arensky, Anton (1861-1906)|Composer|Romantic|Arensky|Arensky, Anton
antonbruckner|Anton Bruckner|Bruckner, Anton|(1824-1896)|Bruckner, Anton (1824-1896)|Composer|Romantic|Bruckner|Bruckner, Anton
antoncajetanadlgasser|Anton Cajetan Adlgasser|Adlgasser, Anton Cajetan|(1729-1777)|Adlgasser, Anton Cajetan (1729-1777)|Composer|Classical|Adlgasser|Anton Cajetan Adlgasser (1729-1777)
antondiabelli|Anton Diabelli|Diabelli, Anton|(1781-1858)|Diabelli, Anton (1781-1858)|Composer|Romantic|Diabelli|Anton Diabelli (1781-1858)
antoneberl|Anton Eberl|Eberl, Anton|(1765-1807)|Eberl, Anton (1765-1807)|Composer|Classical|Eberl|Anton Eberl (1765-1807)
antonelli|Abundio Antonelli|Antonelli, Abundio|(c1575?-c1629)|Antonelli, Abundio (c1575?-c1629)|Composer|Baroque|Antonelli|
antonferdinandtietz|Anton Ferdinand Tietz|Tietz, Anton Ferdinand|(1742-1811)|Tietz, Anton Ferdinand (1742-1811)|Composer|Classical|Tietz|Anton Ferdinand Tietz (1742-1811)
antonheberle|Anton Heberle|Heberle, Anton|(c1780)|Heberle, Anton (c1780)|Composer|Classical|Heberle|Heberle, Anton
antoni|Giovanni Battista degli Antonii, or degli Antoni|Antoni, Giovanni Battista degli Antonii, or degli|(c1636?-after 1696)|Antoni, Giovanni Battista degli Antonii, or degli (c1636?-after 1696)|Composer|Baroque|Antoni|
antoniabembo|Antonia Bembo|Bembo, Antonia|(c1640-1720)|Bembo, Antonia (c1640-1720)|Composer|Baroque|Bembo|Antonia Bembo (c1640-1720)
antonii|Pietro degli Antonii|Antonii, Pietro degli|(1639-1720)|Antonii, Pietro degli (1639-1720)|Composer|Baroque|Antonii|
antonindvořak|Antonín Dvořák|Dvořák, Antonín|(1841-1904)|Dvořák, Antonín (1841-1904)|Composer|Romantic|Dvořák|Dvořák, Antonín
antoninkammel|Antonín Kammel|Kammel, Antonín|(1730-1788)|Kammel, Antonín (1730-1788)|Composer|Classical|Kammel|Antonín Kammel (1730-1788)
antoninkraft|Antonín Kraft|Kraft, Antonín|(c1749-1820)|Kraft, Antonín (c1749-1820)|Composer|Classical|Kraft|Antonín Kraft (c1749-1820)
antoninreichenauer|Antonín Reichenauer|Reichenauer, Antonín|(c1694-1730)|Reichenauer, Antonín (c1694-1730)|Composer|Baroque|Reichenauer|Antonín Reichenauer (c1694-1730)
antoninrejcha|Antonin Rejcha|Rejcha, Antonin|(1770-1836)|Rejcha, Antonin (1770-1836)|Composer|Classical|Rejcha|Rejcha, Antonin
antoninvranickyor antonwranitzky|Antonín Vranický, or Anton Wranitzky|Wranitzky, Antonín Vranický, or Anton|(1761-1820)|Wranitzky, Antonín Vranický, or Anton (1761-1820)|Composer|Classical|Wranitzky|Antonín Vranický, or Anton Wranitzky (1761-1820)
antoniobazzini|Antonio Bazzini|Bazzini, Antonio|(1818-1897)|Bazzini, Antonio (1818-1897)|Composer|Romantic|Bazzini|Antonio Bazzini (1818-1897)
antoniobertali|Antonio Bertali|Bertali, Antonio|(1605-1669)|Bertali, Antonio (1605-1669)|Composer|Baroque|Bertali|Antonio Bertali (1605-1669)
antoniobioni|Antonio Bioni|Bioni, Antonio|(1698-1739)|Bioni, Antonio (1698-1739)|Composer|Baroque|Bioni|Antonio Bioni (1698-1739)
antoniobrunelli|Antonio Brunelli|Brunelli, Antonio|(1577-1630)|Brunelli, Antonio (1577-1630)|Composer|Baroque|Brunelli|Antonio Brunelli (1577-1630)
antoniocaldara|Antonio Caldara|Caldara, Antonio|(1670-1736)|Caldara, Antonio (1670-1736)|Composer|Baroque|Caldara|Antonio Caldara (1670-1736)
antoniocalegari|Antonio Calegari|Calegari, Antonio|(1757-1828)|Calegari, Antonio (1757-1828)|Composer|Classical|Calegari|Antonio Calegari (1757-1828)
antoniocarlosgomes|Antônio Carlos Gomes|Gomes, Antônio Carlos|(1836-1896)|Gomes, Antônio Carlos (1836-1896)|Composer|Romantic|Gomes|Antônio Carlos Gomes (1836-1896)
antoniocasimircartellieri|Antonio Casimir Cartellieri|Cartellieri, Antonio Casimir|(1772-1807)|Cartellieri, Antonio Casimir (1772-1807)|Composer|Romantic|Cartellieri|Antonio Casimir Cartellieri (1772-1807)
antoniocesti|Antonio Cesti|Cesti, Antonio|(1623-1669)|Cesti, Antonio (1623-1669)|Composer|Baroque|Cesti|Antonio Cesti (1623-1669)
antoniocifra|Antonio Cifra|Cifra, Antonio|(1584-1629)|Cifra, Antonio (1584-1629)|Composer|Baroque|Cifra|Antonio Cifra (1584-1629)
antoniodejesus|Antonio de Jesús|Jesús, Antonio de|(????-1682)|Jesús, Antonio de (????-1682)|Composer|Baroque|Jesús|Antonio de Jesús (????-1682)
antoniodeliteres|Antonio de Literes|Literes, Antonio de|(1673-1747)|Literes, Antonio de (1673-1747)|Composer|Baroque|Literes|Antonio de Literes (1673-1747)
antoniodesalazar|Antonio de Salazar|Salazar, Antonio de|(c1650-1715)|Salazar, Antonio de (c1650-1715)|Composer|Baroque|Salazar|Antonio de Salazar (c1650-1715)
antoniodraghi|Antonio Draghi|Draghi, Antonio|(c1634-1700)|Draghi, Antonio (c1634-1700)|Composer|Baroque|Draghi|Antonio Draghi (c1634-1700)
antoniogardano|Antonio Gardano|Gardano, Antonio|(1509-1569)|Gardano, Antonio (1509-1569)|Composer|Renaissance|Gardano|Gardano, Antonio
antonioiiverso|Antonio II Verso|Verso, Antonio II|(1560-1621)|Verso, Antonio II (1560-1621)|Composer|Baroque|Verso|Antonio II Verso (1560-1621)
antoniojanigro|Antonio Janigro|Janigro, Antonio|||Conductor||Janigro|
antoniololli|Antonio Lolli|Lolli, Antonio|(1725-1802)|Lolli, Antonio (1725-1802)|Composer|Classical|Lolli|Antonio Lolli (1725-1802)
antoniolotti|Antonio Lotti|Lotti, Antonio|(c1667-1740)|Lotti, Antonio (c1667-1740)|Composer|Baroque|Lotti|Antonio Lotti (c1667-1740)
antoniomariaabbatini|Antonio Maria Abbatini|Abbatini, Antonio Maria|(c1595-1680)|Abbatini, Antonio Maria (c1595-1680)|Composer|Baroque|Abbatini|Antonio Maria Abbatini (c1595-1680)
antoniomariabononcini|Antonio Maria Bononcini|Bononcini, Antonio Maria|(1677-1726)|Bononcini, Antonio Maria (1677-1726)|Composer|Baroque|Bononcini|Antonio Maria Bononcini (1677-1726)
antoniomariamazzoni|Antonio Maria Mazzoni|Mazzoni, Antonio Maria|(1717-1785)|Mazzoni, Antonio Maria (1717-1785)|Composer|Classical|Mazzoni|Antonio Maria Mazzoni (1717-1785)
antoniomarqueslesbio [fi]|António Marques Lésbio [fi]|Lésbio [fi], António Marques|(1639-1709)|Lésbio [fi], António Marques (1639-1709)|Composer|Baroque|Lésbio [fi]|António Marques Lésbio [fi] (1639-1709)
antonioorefice|Antonio Orefice|Orefice, Antonio|(fl 1708-1734)|Orefice, Antonio (fl 1708-1734)|Composer|Baroque|Orefice|Antonio Orefice (fl 1708-1734)
antoniopalella|Antonio Palella|Palella, Antonio|(1692-1761)|Palella, Antonio (1692-1761)|Composer|Classical|Palella|Antonio Palella (1692-1761)
antoniorolla|Antonio Rolla|Rolla, Antonio|(1798-1837)|Rolla, Antonio (1798-1837)|Composer|Romantic|Rolla|Antonio Rolla (1798-1837)
antoniorosetti|Antonio Rosetti|Rosetti, Antonio|(c1750-1792)|Rosetti, Antonio (c1750-1792)|Composer|Classical|Rosetti|Antonio Rosetti (c1750-1792)
antoniorussolo|Antonio Russolo|Russolo, Antonio|(1877-1942)|Russolo, Antonio (1877-1942)|Composer|Romantic|Russolo|Antonio Russolo (1877-1942)
antoniosacchini|Antonio Sacchini|Sacchini, Antonio|(1730-1786)|Sacchini, Antonio (1730-1786)|Composer|Classical|Sacchini|Antonio Sacchini (1730-1786)
antoniosalieri|Antonio Salieri|Salieri, Antonio|(1750-1825)|Salieri, Antonio (1750-1825)|Composer|Classical|Salieri|Antonio Salieri (1750-1825)
antoniosartorio|Antonio Sartorio|Sartorio, Antonio|(1630-1680)|Sartorio, Antonio (1630-1680)|Composer|Baroque|Sartorio|Antonio Sartorio (1630-1680)
antoniosoler|Antonio Soler|Soler, Antonio|(1729-1783)|Soler, Antonio (1729-1783)|Composer|Classical|Soler|Antonio Soler (1729-1783)
antonioteixeira|António Teixeira|Teixeira, António|(1707-1769)|Teixeira, António (1707-1769)|Composer|Classical|Teixeira|António Teixeira (1707-1769)
antonioteodoroortells [es]|Antonio Teodoro Ortells [es]|Ortells [es], Antonio Teodoro|(1647-1702)|Ortells [es], Antonio Teodoro (1647-1702)|Composer|Baroque|Ortells [es]|Antonio Teodoro Ortells [es] (1647-1702)
antoniotozzi|Antonio Tozzi|Tozzi, Antonio|(1736-1812)|Tozzi, Antonio (1736-1812)|Composer|Classical|Tozzi|Antonio Tozzi (1736-1812)
antonioveracini|Antonio Veracini|Veracini, Antonio|(1659-1745)|Veracini, Antonio (1659-1745)|Composer|Baroque|Veracini|Antonio Veracini (1659-1745)
antoniovivaldi|Antonio Vivaldi|Vivaldi, Antonio|(1678-1741)|Vivaldi, Antonio (1678-1741)|Composer|Baroque|Vivaldi|Vivaldi, Antonio
antonreicha|Anton Reicha|Reicha, Anton|(1770-1836)|Reicha, Anton (1770-1836)|Composer|Romantic|Reicha|Anton Reicha (1770-1836)
antonrubinstein|Anton Rubinstein|Rubinstein, Anton|(1829-1894)|Rubinstein, Anton (1829-1894)|Composer|Romantic|Rubinstein|Anton Rubinstein (1829-1894)
antonschweitzer|Anton Schweitzer|Schweitzer, Anton|(1735-1787)|Schweitzer, Anton (1735-1787)|Composer|Classical|Schweitzer|Anton Schweitzer (1735-1787)
antonstamitz|Anton Stamitz|Stamitz, Anton|(1754-1798/1809)|Stamitz, Anton (1754-1798/1809)|Composer|Classical|Stamitz|Anton Stamitz (1754-1798/1809)
antonwebern|Anton Webern|Webern, Anton|(1883-1945)|Webern, Anton (1883-1945)|Composer|20th Century|Webern|Webern, Anton
antonywestgate|Antony Westgate|Westgate, Antony||Westgate, Antony|Composer||Westgate|Westgate, Antony
antonzimmermann|Anton Zimmermann|Zimmermann, Anton|(1741-1781)|Zimmermann, Anton (1741-1781)|Composer|Classical|Zimmermann|Anton Zimmermann (1741-1781)
anttikokko|Antti Kokko|Kokko, Antti||Kokko, Antti|Composer||Kokko|Kokko, Antti
apocalyptica|Apocalyptica|Apocalyptica||Apocalyptica|Composer||Apocalyptica|Apocalyptica,
appenzeller|Benedictus Appenzeller|Appenzeller, Benedictus|(c1480-a1558)|Appenzeller, Benedictus (c1480-a1558)|Composer|Renaissance|Appenzeller|
aquillinocoppini|Aquillino Coppini|Coppini, Aquillino||Coppini, Aquillino|Composer||Coppini|Coppini, Aquillino
araja|Francesco Araja|Araja, Francesco|(1709-after 1762)|Araja, Francesco (1709-after 1762)|Composer|Classical|Araja|
aramkhachaturian|Aram Khachaturian|Khachaturian, Aram|(1903-1978)|Khachaturian, Aram (1903-1978)|Composer|20th Century|Khachaturian|Khachaturian, Aram
aranes|Juan Arañés|Arañés, Juan|(fl1624-49; d. c1649)|Arañés, Juan (fl1624-49; d. c1649)|Composer|Baroque|Arañés|
araujo|Juan de Araujo|Araujo, Juan de|(1646-1712)|Araujo, Juan de (1646-1712)|Composer|Baroque|Araujo|
arauxo|Francisco Correa de Arauxo|Arauxo, Francisco Correa de|(1584-1654)|Arauxo, Francisco Correa de (1584-1654)|Composer|Baroque|Arauxo|
arban|Jean-Baptiste Arban|Arban, Jean-Baptiste|(1825-1889)|Arban, Jean-Baptiste (1825-1889)|Composer|Romantic|Arban|
arcadelt|Jacques Arcadelt|Arcadelt, Jacques|(c1505-1568)|Arcadelt, Jacques (c1505-1568)|Composer|Renaissance|Arcadelt|
